age,workclass,education,occupation,hours-per-week,income
24.0,Private,Some-college,Other-service,30,<=50K
39.0,Local-gov,Masters,Prof-specialty,43,<=50K
46.0,Self-emp-inc,Some-college,Exec-managerial,60,<=50K
40.0,Private,HS-grad,Sales,72,>50K
27.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
25.0,Private,Masters,Prof-specialty,40,<=50K
31.0,Private,11th,Craft-repair,40,<=50K
58.0,Private,Bachelors,Transport-moving,45,<=50K
33.0,Private,HS-grad,Exec-managerial,42,>50K
40.0,Private,HS-grad,Other-service,25,<=50K
40.0,Self-emp-inc,Masters,Sales,70,>50K
31.0,Private,HS-grad,Craft-repair,40,<=50K
33.0,Private,HS-grad,Other-service,48,<=50K
49.0,Private,Assoc-acdm,Sales,45,<=50K
24.0,Private,Assoc-voc,Tech-support,40,<=50K
46.0,Private,HS-grad,Craft-repair,40,<=50K
58.0,Local-gov,Masters,Prof-specialty,40,>50K
20.0,Private,Some-college,Sales,20,<=50K
65.0,Others,HS-grad,Others,40,<=50K
43.0,Private,Some-college,Adm-clerical,40,<=50K
48.0,Self-emp-not-inc,Masters,Sales,50,<=50K
41.0,Private,Some-college,Transport-moving,54,<=50K
27.0,State-gov,Some-college,Other-service,30,<=50K
52.0,Others,Some-college,Others,12,<=50K
26.0,Private,HS-grad,Other-service,60,<=50K
52.0,Local-gov,HS-grad,Craft-repair,40,<=50K
52.0,Local-gov,Some-college,Exec-managerial,38,<=50K
19.0,Private,HS-grad,Other-service,30,<=50K
39.0,Local-gov,Some-college,Prof-specialty,45,<=50K
47.0,Private,Some-college,Other-service,40,<=50K
27.0,Private,HS-grad,Craft-repair,40,<=50K
48.0,Private,Some-college,Craft-repair,40,<=50K
50.0,Private,HS-grad,Other-service,35,<=50K
60.0,Private,Some-college,Transport-moving,60,<=50K
28.0,Private,Assoc-acdm,Tech-support,45,>50K
47.0,Federal-gov,HS-grad,Other-service,40,<=50K
69.0,Others,Bachelors,Others,20,<=50K
40.0,Self-emp-not-inc,HS-grad,Craft-repair,66,<=50K
37.0,Private,HS-grad,Handlers-cleaners,40,<=50K
41.0,State-gov,Masters,Prof-specialty,40,<=50K
38.0,Private,HS-grad,Adm-clerical,48,<=50K
46.0,Federal-gov,Assoc-voc,Tech-support,30,<=50K
21.0,Self-emp-not-inc,Some-college,Adm-clerical,30,<=50K
44.0,Private,Masters,Sales,48,<=50K
38.0,Others,10th,Others,35,<=50K
47.0,Self-emp-not-inc,Some-college,Adm-clerical,35,>50K
42.0,Private,Doctorate,Other-service,60,>50K
42.0,Local-gov,Some-college,Craft-repair,40,<=50K
56.0,Private,Bachelors,Exec-managerial,45,>50K
32.0,Private,Bachelors,Prof-specialty,40,<=50K
24.0,Private,Bachelors,Other-service,33,<=50K
26.0,Private,Some-college,Sales,40,<=50K
36.0,Self-emp-not-inc,Bachelors,Sales,50,<=50K
49.0,Private,11th,Other-service,60,<=50K
65.0,Private,HS-grad,Exec-managerial,40,>50K
73.0,State-gov,7th-8th,Other-service,40,<=50K
34.0,Private,11th,Handlers-cleaners,40,<=50K
22.0,Private,Bachelors,Adm-clerical,40,<=50K
49.0,Local-gov,Some-college,Other-service,30,<=50K
25.0,Private,11th,Other-service,32,<=50K
39.0,Private,9th,Transport-moving,25,<=50K
19.0,Private,11th,Craft-repair,56,<=50K
24.0,Private,10th,Machine-op-inspct,40,<=50K
34.0,Private,HS-grad,Adm-clerical,35,<=50K
35.0,Others,HS-grad,Others,38,<=50K
21.0,Private,HS-grad,Machine-op-inspct,40,<=50K
43.0,Private,Masters,Other-service,40,<=50K
35.0,Federal-gov,Bachelors,Tech-support,28,<=50K
39.0,Private,Some-college,Adm-clerical,40,<=50K
48.0,Others,Bachelors,Others,80,>50K
33.0,Self-emp-not-inc,Assoc-acdm,Other-service,32,<=50K
19.0,Private,Some-college,Other-service,26,<=50K
17.0,Private,10th,Sales,12,<=50K
43.0,Self-emp-not-inc,Some-college,Farming-fishing,50,<=50K
62.0,Private,HS-grad,Adm-clerical,42,<=50K
53.0,Local-gov,Masters,Prof-specialty,40,>50K
45.0,State-gov,Masters,Prof-specialty,60,>50K
47.0,Private,HS-grad,Adm-clerical,40,<=50K
30.0,Private,Some-college,Other-service,40,<=50K
53.0,Private,HS-grad,Sales,33,<=50K
24.0,Private,HS-grad,Machine-op-inspct,40,<=50K
41.0,Local-gov,Some-college,Handlers-cleaners,40,<=50K
27.0,Federal-gov,HS-grad,Adm-clerical,50,<=50K
63.0,State-gov,HS-grad,Adm-clerical,38,<=50K
50.0,Private,Some-college,Other-service,28,<=50K
43.0,Local-gov,Masters,Tech-support,47,>50K
29.0,Self-emp-inc,Some-college,Exec-managerial,60,<=50K
41.0,Private,Some-college,Sales,40,<=50K
55.0,Private,HS-grad,Other-service,40,<=50K
36.0,Private,HS-grad,Transport-moving,45,<=50K
23.0,Local-gov,HS-grad,Adm-clerical,40,<=50K
22.0,Private,Bachelors,Craft-repair,55,>50K
58.0,Self-emp-not-inc,Some-college,Craft-repair,45,<=50K
25.0,Private,11th,Adm-clerical,40,<=50K
40.0,Private,HS-grad,Sales,30,<=50K
38.0,Private,Assoc-voc,Prof-specialty,39,<=50K
37.0,Private,Bachelors,Prof-specialty,40,>50K
19.0,Private,Some-college,Other-service,35,<=50K
55.0,Private,10th,Other-service,29,<=50K
55.0,Private,Bachelors,Sales,50,>50K
28.0,Private,Bachelors,Adm-clerical,45,<=50K
53.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Others,HS-grad,Others,40,<=50K
60.0,Private,Some-college,Prof-specialty,42,<=50K
32.0,Private,Some-college,Adm-clerical,38,<=50K
34.0,Private,HS-grad,Sales,50,<=50K
49.0,Private,Some-college,Prof-specialty,45,>50K
21.0,Private,Some-college,Other-service,30,<=50K
24.0,State-gov,Bachelors,Adm-clerical,20,<=50K
53.0,Private,Assoc-voc,Adm-clerical,40,<=50K
29.0,Private,Assoc-voc,Other-service,40,<=50K
34.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
52.0,Others,Prof-school,Others,40,<=50K
21.0,Private,HS-grad,Other-service,40,<=50K
43.0,Private,Masters,Exec-managerial,35,>50K
31.0,Local-gov,HS-grad,Protective-serv,40,<=50K
38.0,Private,HS-grad,Handlers-cleaners,40,<=50K
42.0,Private,Bachelors,Exec-managerial,60,>50K
62.0,Private,Bachelors,Farming-fishing,30,<=50K
51.0,Private,7th-8th,Machine-op-inspct,40,<=50K
30.0,Private,HS-grad,Sales,25,<=50K
24.0,Private,Bachelors,Machine-op-inspct,40,<=50K
36.0,Private,HS-grad,Craft-repair,40,<=50K
57.0,Private,10th,Craft-repair,40,<=50K
46.0,Private,Bachelors,Exec-managerial,55,>50K
33.0,Private,Doctorate,Prof-specialty,40,<=50K
42.0,Private,Some-college,Sales,45,<=50K
62.0,Private,HS-grad,Craft-repair,40,<=50K
64.0,Self-emp-not-inc,Some-college,Sales,20,<=50K
18.0,Private,Some-college,Sales,25,<=50K
62.0,Self-emp-not-inc,7th-8th,Other-service,66,<=50K
29.0,Private,Assoc-acdm,Prof-specialty,50,<=50K
43.0,Private,Bachelors,Handlers-cleaners,40,>50K
39.0,Private,HS-grad,Exec-managerial,40,>50K
69.0,Others,Bachelors,Others,40,<=50K
34.0,Private,Bachelors,Exec-managerial,40,<=50K
44.0,Private,Assoc-acdm,Exec-managerial,45,>50K
25.0,Private,Bachelors,Adm-clerical,30,<=50K
47.0,Local-gov,Some-college,Transport-moving,40,<=50K
17.0,Private,10th,Other-service,8,<=50K
41.0,Local-gov,Bachelors,Prof-specialty,65,<=50K
19.0,Private,Some-college,Sales,20,<=50K
25.0,Private,HS-grad,Adm-clerical,35,<=50K
37.0,Local-gov,Some-college,Adm-clerical,40,>50K
29.0,Private,Assoc-voc,Machine-op-inspct,40,<=50K
32.0,Private,Some-college,Sales,35,<=50K
35.0,Private,Prof-school,Prof-specialty,45,>50K
52.0,Private,12th,Machine-op-inspct,40,<=50K
41.0,Private,HS-grad,Machine-op-inspct,40,<=50K
29.0,Private,HS-grad,Machine-op-inspct,38,<=50K
23.0,Private,Masters,Prof-specialty,36,<=50K
31.0,Private,11th,Craft-repair,40,<=50K
40.0,Private,HS-grad,Transport-moving,50,<=50K
19.0,Private,HS-grad,Adm-clerical,20,<=50K
21.0,Private,Some-college,Transport-moving,10,<=50K
37.0,State-gov,Bachelors,Adm-clerical,40,>50K
49.0,Self-emp-not-inc,Prof-school,Prof-specialty,35,>50K
64.0,Local-gov,HS-grad,Adm-clerical,35,<=50K
37.0,Local-gov,Assoc-voc,Adm-clerical,43,<=50K
70.0,Self-emp-not-inc,Bachelors,Craft-repair,12,>50K
22.0,Private,10th,Transport-moving,30,<=50K
29.0,Self-emp-inc,HS-grad,Sales,40,<=50K
37.0,Private,HS-grad,Craft-repair,40,<=50K
29.0,Private,Bachelors,Tech-support,40,<=50K
38.0,Private,11th,Machine-op-inspct,65,<=50K
27.0,Private,HS-grad,Craft-repair,50,<=50K
58.0,State-gov,Bachelors,Adm-clerical,35,>50K
60.0,Local-gov,Some-college,Adm-clerical,35,<=50K
20.0,Private,Some-college,Sales,25,<=50K
51.0,Private,Some-college,Sales,40,>50K
37.0,Private,9th,Transport-moving,65,<=50K
22.0,State-gov,12th,Exec-managerial,50,>50K
56.0,Self-emp-not-inc,10th,Transport-moving,60,<=50K
26.0,Private,Bachelors,Sales,42,>50K
19.0,Private,Some-college,Sales,25,<=50K
37.0,Private,Assoc-voc,Prof-specialty,30,<=50K
27.0,Private,Some-college,Tech-support,40,<=50K
27.0,Private,HS-grad,Sales,20,<=50K
52.0,Self-emp-not-inc,Some-college,Sales,50,<=50K
45.0,Private,HS-grad,Machine-op-inspct,40,<=50K
28.0,Private,Some-college,Craft-repair,40,<=50K
20.0,Private,HS-grad,Adm-clerical,40,<=50K
28.0,Private,Masters,Prof-specialty,50,<=50K
44.0,Private,Assoc-voc,Handlers-cleaners,40,<=50K
30.0,Private,Bachelors,Craft-repair,40,<=50K
26.0,State-gov,Assoc-acdm,Adm-clerical,8,<=50K
55.0,Others,Masters,Others,18,<=50K
46.0,Private,HS-grad,Sales,40,<=50K
51.0,Private,Bachelors,Craft-repair,50,<=50K
25.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
43.0,Local-gov,HS-grad,Other-service,40,<=50K
19.0,Others,HS-grad,Others,28,<=50K
36.0,Private,HS-grad,Craft-repair,40,<=50K
36.0,Private,Some-college,Exec-managerial,40,<=50K
48.0,Private,Bachelors,Other-service,40,<=50K
30.0,Others,11th,Others,40,<=50K
24.0,Private,Bachelors,Prof-specialty,44,>50K
30.0,Private,HS-grad,Other-service,36,<=50K
24.0,Private,Bachelors,Exec-managerial,45,>50K
62.0,Private,Bachelors,Machine-op-inspct,40,<=50K
41.0,Self-emp-not-inc,HS-grad,Transport-moving,40,<=50K
49.0,Self-emp-not-inc,Prof-school,Prof-specialty,85,>50K
36.0,Self-emp-not-inc,HS-grad,Transport-moving,50,<=50K
47.0,Local-gov,Masters,Prof-specialty,45,<=50K
49.0,State-gov,Masters,Prof-specialty,40,<=50K
52.0,Private,Some-college,Exec-managerial,40,<=50K
52.0,Private,Assoc-acdm,Tech-support,40,>50K
26.0,Private,HS-grad,Adm-clerical,53,<=50K
51.0,State-gov,HS-grad,Transport-moving,40,<=50K
18.0,Private,10th,Other-service,20,<=50K
30.0,Private,HS-grad,Handlers-cleaners,40,<=50K
46.0,Private,HS-grad,Machine-op-inspct,20,<=50K
28.0,Private,HS-grad,Handlers-cleaners,40,<=50K
48.0,Self-emp-inc,Bachelors,Exec-managerial,50,>50K
62.0,Private,Some-college,Adm-clerical,38,>50K
49.0,Private,Bachelors,Sales,44,<=50K
69.0,Private,HS-grad,Adm-clerical,24,<=50K
35.0,Private,Bachelors,Exec-managerial,45,>50K
78.0,Private,Masters,Craft-repair,40,<=50K
61.0,Private,Some-college,Exec-managerial,45,>50K
24.0,Private,Bachelors,Prof-specialty,40,<=50K
29.0,Private,Some-college,Adm-clerical,40,<=50K
36.0,Self-emp-not-inc,Bachelors,Sales,45,<=50K
17.0,Private,10th,Farming-fishing,40,<=50K
27.0,Private,HS-grad,Handlers-cleaners,80,>50K
64.0,Private,HS-grad,Transport-moving,40,<=50K
33.0,Self-emp-not-inc,HS-grad,Exec-managerial,55,<=50K
32.0,Private,12th,Craft-repair,40,<=50K
19.0,Private,Some-college,Other-service,20,<=50K
42.0,State-gov,11th,Farming-fishing,40,<=50K
24.0,Private,Bachelors,Sales,15,<=50K
23.0,Private,HS-grad,Exec-managerial,45,<=50K
51.0,Local-gov,Prof-school,Prof-specialty,40,<=50K
31.0,Private,Bachelors,Tech-support,60,<=50K
44.0,Private,Prof-school,Prof-specialty,29,>50K
38.0,Private,Masters,Exec-managerial,50,>50K
44.0,Local-gov,Assoc-acdm,Protective-serv,56,>50K
38.0,Private,HS-grad,Craft-repair,44,<=50K
36.0,Private,9th,Adm-clerical,40,<=50K
46.0,Private,Assoc-acdm,Sales,25,<=50K
47.0,Private,HS-grad,Adm-clerical,40,<=50K
30.0,Private,HS-grad,Transport-moving,40,>50K
37.0,Local-gov,HS-grad,Protective-serv,35,>50K
27.0,Private,Bachelors,Exec-managerial,45,<=50K
43.0,Private,HS-grad,Machine-op-inspct,50,<=50K
44.0,Self-emp-not-inc,Prof-school,Prof-specialty,40,>50K
31.0,Private,Some-college,Exec-managerial,60,<=50K
34.0,Private,Bachelors,Exec-managerial,45,>50K
39.0,Private,Bachelors,Sales,40,<=50K
36.0,Private,Some-college,Craft-repair,40,<=50K
57.0,Private,Bachelors,Prof-specialty,40,>50K
78.0,Private,7th-8th,Machine-op-inspct,35,<=50K
24.0,Private,Some-college,Craft-repair,40,<=50K
39.0,Private,Some-college,Adm-clerical,40,<=50K
21.0,Private,Assoc-acdm,Sales,40,<=50K
34.0,Private,HS-grad,Adm-clerical,40,>50K
22.0,Private,Some-college,Sales,32,<=50K
36.0,Private,Some-college,Adm-clerical,40,<=50K
61.0,Private,Some-college,Sales,40,>50K
67.0,Others,9th,Others,15,<=50K
42.0,Private,Some-college,Other-service,21,<=50K
49.0,Federal-gov,Assoc-voc,Craft-repair,40,>50K
58.0,Private,Assoc-voc,Craft-repair,40,<=50K
37.0,Local-gov,Some-college,Protective-serv,60,<=50K
39.0,Private,HS-grad,Tech-support,44,<=50K
25.0,Private,Some-college,Adm-clerical,40,<=50K
30.0,Private,Bachelors,Adm-clerical,40,<=50K
49.0,Others,Some-college,Others,35,<=50K
36.0,Self-emp-not-inc,HS-grad,Craft-repair,40,<=50K
23.0,Private,HS-grad,Craft-repair,65,<=50K
51.0,Private,Some-college,Adm-clerical,35,<=50K
55.0,Private,HS-grad,Transport-moving,60,<=50K
35.0,Private,Bachelors,Sales,50,<=50K
45.0,State-gov,Masters,Adm-clerical,40,<=50K
36.0,Private,Bachelors,Prof-specialty,48,>50K
32.0,Local-gov,HS-grad,Craft-repair,40,<=50K
39.0,Private,HS-grad,Exec-managerial,55,<=50K
47.0,Self-emp-inc,Some-college,Craft-repair,40,<=50K
49.0,Private,Some-college,Exec-managerial,45,>50K
52.0,Private,Some-college,Exec-managerial,55,>50K
44.0,Private,Some-college,Machine-op-inspct,40,<=50K
36.0,Private,Some-college,Exec-managerial,50,>50K
40.0,Private,Some-college,Craft-repair,30,<=50K
17.0,Private,10th,Other-service,6,<=50K
18.0,Private,HS-grad,Sales,38,<=50K
30.0,Self-emp-inc,Some-college,Exec-managerial,25,<=50K
66.0,Private,HS-grad,Priv-house-serv,50,<=50K
59.0,Private,Bachelors,Craft-repair,50,<=50K
30.0,Local-gov,HS-grad,Adm-clerical,40,<=50K
50.0,Private,HS-grad,Farming-fishing,50,<=50K
24.0,Private,HS-grad,Other-service,25,<=50K
28.0,Private,Prof-school,Prof-specialty,99,<=50K
44.0,Local-gov,Masters,Prof-specialty,40,>50K
25.0,Private,Assoc-voc,Prof-specialty,40,<=50K
45.0,Private,Masters,Exec-managerial,50,>50K
20.0,Private,HS-grad,Transport-moving,40,<=50K
67.0,Private,Assoc-voc,Prof-specialty,40,<=50K
40.0,Self-emp-not-inc,Prof-school,Prof-specialty,45,>50K
52.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
34.0,Private,Doctorate,Prof-specialty,50,>50K
37.0,Local-gov,Assoc-acdm,Prof-specialty,45,>50K
17.0,Self-emp-inc,10th,Other-service,4,<=50K
25.0,Private,Assoc-voc,Sales,42,>50K
35.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
63.0,Private,Masters,Exec-managerial,40,>50K
38.0,Local-gov,Some-college,Adm-clerical,40,<=50K
33.0,Private,Bachelors,Adm-clerical,60,>50K
51.0,Local-gov,Masters,Prof-specialty,40,>50K
64.0,State-gov,Doctorate,Prof-specialty,50,>50K
50.0,Self-emp-inc,Some-college,Protective-serv,40,<=50K
18.0,Private,10th,Transport-moving,56,<=50K
67.0,Private,Masters,Prof-specialty,99,<=50K
46.0,Private,HS-grad,Craft-repair,40,<=50K
60.0,Self-emp-not-inc,Bachelors,Farming-fishing,50,<=50K
29.0,Private,HS-grad,Machine-op-inspct,40,<=50K
30.0,Private,Some-college,Other-service,40,<=50K
56.0,State-gov,Doctorate,Prof-specialty,40,<=50K
29.0,Private,HS-grad,Handlers-cleaners,40,>50K
37.0,Private,Bachelors,Adm-clerical,27,<=50K
24.0,Private,HS-grad,Adm-clerical,30,<=50K
46.0,Self-emp-inc,Bachelors,Sales,70,>50K
25.0,Private,12th,Machine-op-inspct,40,<=50K
40.0,Private,HS-grad,Craft-repair,28,<=50K
23.0,Private,Some-college,Sales,40,<=50K
43.0,Self-emp-not-inc,Some-college,Transport-moving,30,<=50K
29.0,Self-emp-not-inc,Some-college,Craft-repair,60,>50K
59.0,Private,10th,Other-service,40,<=50K
18.0,Private,Some-college,Other-service,35,<=50K
28.0,Private,HS-grad,Exec-managerial,32,<=50K
17.0,Private,11th,Adm-clerical,15,<=50K
53.0,Private,HS-grad,Machine-op-inspct,40,>50K
63.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Private,Masters,Sales,45,>50K
40.0,Local-gov,HS-grad,Adm-clerical,35,<=50K
61.0,Self-emp-not-inc,Prof-school,Prof-specialty,50,>50K
35.0,Private,HS-grad,Craft-repair,40,<=50K
43.0,Self-emp-not-inc,Bachelors,Exec-managerial,50,<=50K
20.0,Others,Some-college,Others,40,<=50K
48.0,Self-emp-not-inc,Some-college,Craft-repair,40,<=50K
56.0,State-gov,Bachelors,Prof-specialty,40,<=50K
51.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
34.0,Private,Some-college,Craft-repair,40,<=50K
44.0,Private,Some-college,Sales,40,>50K
61.0,Private,Masters,Prof-specialty,40,>50K
37.0,Private,Some-college,Sales,44,>50K
36.0,Private,Bachelors,Exec-managerial,40,>50K
34.0,Private,Some-college,Machine-op-inspct,40,<=50K
23.0,Private,Some-college,Sales,25,<=50K
63.0,Federal-gov,Masters,Prof-specialty,40,>50K
63.0,Others,HS-grad,Others,11,<=50K
47.0,Local-gov,Masters,Exec-managerial,41,>50K
55.0,Self-emp-inc,HS-grad,Sales,50,>50K
31.0,Local-gov,Bachelors,Protective-serv,48,<=50K
27.0,Private,Some-college,Other-service,40,<=50K
58.0,Private,Bachelors,Adm-clerical,40,>50K
28.0,Local-gov,Some-college,Protective-serv,48,<=50K
52.0,Private,7th-8th,Machine-op-inspct,64,<=50K
31.0,Federal-gov,HS-grad,Adm-clerical,50,<=50K
53.0,Private,Some-college,Adm-clerical,38,<=50K
43.0,Private,Some-college,Tech-support,50,<=50K
43.0,Local-gov,HS-grad,Farming-fishing,40,<=50K
50.0,Self-emp-inc,Masters,Exec-managerial,80,>50K
68.0,Others,HS-grad,Others,35,<=50K
37.0,Private,11th,Other-service,40,<=50K
26.0,Private,HS-grad,Machine-op-inspct,40,<=50K
22.0,Private,11th,Sales,40,<=50K
22.0,Private,Some-college,Sales,55,<=50K
59.0,Private,Some-college,Craft-repair,50,>50K
30.0,Private,Some-college,Machine-op-inspct,40,<=50K
24.0,Private,HS-grad,Other-service,55,<=50K
30.0,Private,HS-grad,Craft-repair,40,<=50K
50.0,Local-gov,Bachelors,Protective-serv,40,>50K
38.0,Private,12th,Other-service,40,<=50K
29.0,Private,HS-grad,Adm-clerical,40,<=50K
76.0,Private,HS-grad,Sales,24,<=50K
21.0,Private,Assoc-voc,Craft-repair,40,<=50K
65.0,Private,Some-college,Other-service,24,<=50K
43.0,Private,HS-grad,Exec-managerial,45,>50K
29.0,Private,Bachelors,Prof-specialty,24,<=50K
32.0,Private,Bachelors,Sales,45,<=50K
37.0,Private,Assoc-acdm,Exec-managerial,65,>50K
64.0,Private,HS-grad,Exec-managerial,16,<=50K
49.0,Private,Some-college,Craft-repair,40,>50K
44.0,Private,Bachelors,Exec-managerial,40,>50K
68.0,Others,HS-grad,Others,15,<=50K
34.0,Private,Bachelors,Exec-managerial,40,>50K
35.0,Private,Some-college,Exec-managerial,36,<=50K
53.0,Private,Some-college,Adm-clerical,43,<=50K
24.0,Private,Assoc-voc,Sales,50,<=50K
31.0,Private,Some-college,Adm-clerical,40,<=50K
25.0,Private,Some-college,Transport-moving,38,<=50K
36.0,Private,HS-grad,Machine-op-inspct,45,<=50K
29.0,Private,Some-college,Sales,60,<=50K
37.0,Private,HS-grad,Transport-moving,50,>50K
42.0,Self-emp-not-inc,Doctorate,Prof-specialty,45,<=50K
30.0,Private,HS-grad,Craft-repair,40,<=50K
32.0,Self-emp-inc,Some-college,Exec-managerial,70,<=50K
47.0,Self-emp-not-inc,Bachelors,Exec-managerial,45,>50K
44.0,Private,HS-grad,Craft-repair,40,>50K
19.0,Private,HS-grad,Sales,40,<=50K
22.0,Private,HS-grad,Exec-managerial,48,<=50K
51.0,Private,9th,Craft-repair,50,>50K
69.0,Private,HS-grad,Craft-repair,16,<=50K
73.0,Others,11th,Others,8,<=50K
18.0,Others,11th,Others,20,<=50K
33.0,Self-emp-not-inc,HS-grad,Prof-specialty,40,<=50K
22.0,Local-gov,Some-college,Adm-clerical,55,<=50K
33.0,Private,Bachelors,Tech-support,45,>50K
20.0,Federal-gov,Some-college,Adm-clerical,40,<=50K
28.0,Self-emp-not-inc,Some-college,Craft-repair,40,<=50K
25.0,Private,HS-grad,Handlers-cleaners,40,<=50K
27.0,Private,HS-grad,Other-service,48,<=50K
22.0,Private,HS-grad,Transport-moving,40,<=50K
67.0,Self-emp-not-inc,HS-grad,Farming-fishing,35,<=50K
31.0,Self-emp-inc,HS-grad,Exec-managerial,40,<=50K
36.0,Others,Some-college,Others,25,<=50K
43.0,Federal-gov,Prof-school,Prof-specialty,50,>50K
33.0,Private,Bachelors,Prof-specialty,40,<=50K
37.0,Self-emp-not-inc,HS-grad,Prof-specialty,35,>50K
27.0,Private,HS-grad,Transport-moving,60,<=50K
36.0,Private,Some-college,Transport-moving,40,<=50K
33.0,Private,Assoc-acdm,Sales,45,<=50K
63.0,Private,Bachelors,Sales,40,>50K
48.0,Private,Bachelors,Other-service,56,>50K
25.0,Private,HS-grad,Handlers-cleaners,45,<=50K
41.0,Self-emp-not-inc,HS-grad,Other-service,10,<=50K
26.0,Private,HS-grad,Other-service,40,<=50K
23.0,Private,Some-college,Adm-clerical,40,<=50K
33.0,State-gov,HS-grad,Other-service,40,<=50K
30.0,State-gov,Masters,Prof-specialty,17,<=50K
67.0,Self-emp-not-inc,HS-grad,Other-service,20,<=50K
32.0,Private,HS-grad,Sales,55,>50K
48.0,Self-emp-not-inc,HS-grad,Craft-repair,60,>50K
51.0,Private,HS-grad,Other-service,24,<=50K
39.0,Private,Masters,Sales,40,<=50K
40.0,Self-emp-inc,Bachelors,Prof-specialty,60,<=50K
40.0,Private,HS-grad,Transport-moving,40,>50K
19.0,Private,HS-grad,Machine-op-inspct,40,<=50K
28.0,Private,HS-grad,Handlers-cleaners,36,<=50K
47.0,Private,Bachelors,Prof-specialty,60,>50K
20.0,Private,Some-college,Prof-specialty,20,<=50K
41.0,Private,HS-grad,Exec-managerial,40,<=50K
29.0,Private,Some-college,Other-service,40,<=50K
40.0,Private,Bachelors,Exec-managerial,50,>50K
61.0,Private,HS-grad,Exec-managerial,40,<=50K
25.0,Private,11th,Craft-repair,40,<=50K
26.0,Private,HS-grad,Machine-op-inspct,40,<=50K
43.0,Private,Bachelors,Adm-clerical,40,<=50K
17.0,Private,7th-8th,Craft-repair,45,<=50K
43.0,Local-gov,Masters,Prof-specialty,40,>50K
